acceleration,author_author_img,author_description,author_image_url,author_influence_level,author_name,author_nick,author_topsy_author_url,author_type,author_url,firstpost_date,highlight,influential,metrics,momentum,peak,score,title,trackback_date,trackback_total,type,url
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1572842055/twitter_pic_normal.jpg,"Biologist, Paleoecologist, grad student, knitting fiend, Nerdy = awesome.",http://a0.twimg.com/profile_images/1572842055/twitter_pic_normal.jpg,0,Fred Whiteman,ecologyamazon,http://topsy.com/twitter/ecologyamazon?utm_source=otter,twitter,http://twitter.com/ecologyamazon,"Aug 10, 2012 16:50 (UTC)",Genetic diversity between top and bottom of cottonwood trees &gt; diversity between trees http://t.co/skdda2NR #ESA2012,0,,0,0,6.50361,Genetic diversity between top and bottom of cottonwood trees &gt; diversity between trees http://t.co/skdda2NR #ESA2012,"Aug 10, 2012 16:50 (UTC)",1,tweet,http://twitter.com/ecologyamazon/status/233968485204635649
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/930617282/neildone_v2_normal.jpg,I am a postdoctoral fellow in the Department of Cell Biology @ Harvard Medical School and a teaching fellow at Harvard University.,http://a0.twimg.com/profile_images/930617282/neildone_v2_normal.jpg,0,Neil Kubica,neil_kubica,http://topsy.com/twitter/neil_kubica?utm_source=otter,twitter,http://twitter.com/neil_kubica,"Aug 10, 2012 21:25 (UTC)",Genetic diversity between top and bottom of cottonwood trees &gt; diversity between trees http://t.co/skdda2NR #ESA2012,0,,0,0,6.50361,Genetic diversity between top and bottom of cottonwood trees &gt; diversity between trees http://t.co/skdda2NR #ESA2012,"Aug 10, 2012 21:25 (UTC)",1,tweet,http://twitter.com/neil_kubica/status/234037836670709761
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 10, 2012 17:42 (UTC)",Apparently there are some concerns over the Canadian government&#39;s approach to scientific integrity. http://t.co/Q1gLAs3b #ESA2012,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",2,11,6.50712,Apparently there are some concerns over the Canadian government&#39;s approach to scientific integrity. http://t.co/Q1gLAs3b #ESA2012,"Aug 10, 2012 17:42 (UTC)",4,tweet,http://twitter.com/talksciencetome/status/233981687929917440
64,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 09, 2012 22:42 (UTC)","Next up, Greg Courtney, from http://t.co/R3GbSK5W, which has 500,000 submitted specimens. Woo! #ESA2012",0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,11,6.50803,"Next up, Greg Courtney, from http://t.co/R3GbSK5W, which has 500,000 submitted specimens. Woo! #ESA2012","Aug 09, 2012 22:42 (UTC)",2,tweet,http://twitter.com/jenedavison/status/233694732621062144
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2204692684/IMG_2828_normal.jpg,"Forest-lover, ecologist, PhD candidate, cyclist. My research integrates the disciplines of ecology, landscape genetics, and forest conservation. ",http://a0.twimg.com/profile_images/2204692684/IMG_2828_normal.jpg,0,Sarah Bisbing,sarahbisbing,http://topsy.com/twitter/sarahbisbing?utm_source=otter,twitter,http://twitter.com/sarahbisbing,"Aug 16, 2012 15:22 (UTC)",Curious about the genetic and geographic distribution of Pinus contorta? Check out my #ESA2012 talk at: http://t.co/eHlGhLMy,0,,0,0,6.50925,Curious about the genetic and geographic distribution of Pinus contorta? Check out my #ESA2012 talk at: http://t.co/eHlGhLMy,"Aug 16, 2012 15:22 (UTC)",1,tweet,http://twitter.com/sarahbisbing/status/236120826141884416
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2479179595/r3cm7mo19rleklv87ba8_normal.png,The Quantitative and Applied Ecology Group,http://a0.twimg.com/profile_images/2479179595/r3cm7mo19rleklv87ba8_normal.png,0,QAECO,qaecology,http://topsy.com/twitter/qaecology?utm_source=otter,twitter,http://twitter.com/qaecology,"Aug 08, 2012 20:30 (UTC)","Tuesday at #ESA2012, by @mickresearch http://t.co/mXkgBft3",0,,0,0,6.51054,"Tuesday at #ESA2012, by @mickresearch http://t.co/mXkgBft3","Aug 08, 2012 20:30 (UTC)",1,tweet,http://twitter.com/qaecology/status/233299146482802688
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2220970951/Josh_Fiji_normal.jpg,I am a lecturer at @Columbia University where I study fish evolution and biogeography. I also head up our MA in Conservation Biology program,http://a0.twimg.com/profile_images/2220970951/Josh_Fiji_normal.jpg,0,Joshua Drew,drew_lab,http://topsy.com/twitter/drew_lab?utm_source=otter,twitter,http://twitter.com/drew_lab,"Aug 06, 2012 14:30 (UTC)",MT@bonebraking: Ready for #ESA2012 day 2: I&#39;ll be at Conservation Ecology most of the afternoon: http://t.co/ysnDPf8h &lt;- Me too!,0,,0,0,6.51092,MT@bonebraking: Ready for #ESA2012 day 2: I&#39;ll be at Conservation Ecology most of the afternoon: http://t.co/ysnDPf8h &lt;- Me too!,"Aug 06, 2012 14:30 (UTC)",1,tweet,http://twitter.com/drew_lab/status/232483694030516224
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1510101426/twitter_normal.png,rOpenSci is a project that aims to develop R-based tools to facilitate open science.,http://a0.twimg.com/profile_images/1510101426/twitter_normal.png,0,rOpenSci,ropensci,http://topsy.com/twitter/ropensci?utm_source=otter,twitter,http://twitter.com/ropensci,"Aug 08, 2012 01:28 (UTC)",What is INNGE (http://t.co/C39CT4h0)? Why get involved? Join us for some drinks at 6:30 pm on Thur outside outside poster session. #esa2012,0,,0,0,6.51145,What is INNGE (http://t.co/C39CT4h0)? Why get involved? Join us for some drinks at 6:30 pm on Thur outside outside poster session. #esa2012,"Aug 08, 2012 01:28 (UTC)",1,tweet,http://twitter.com/ropensci/status/233011835442442240
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2245251005/headshot_copy_normal.jpg,"In no particular order - Scientist, ecologist, executive director of @theGSBI at CSU, runner, domestic goddess",http://a0.twimg.com/profile_images/2245251005/headshot_copy_normal.jpg,0,Kelly Sierra Ramirez,kelly_sierra,http://topsy.com/twitter/kelly_sierra?utm_source=otter,twitter,http://twitter.com/kelly_sierra,"Aug 07, 2012 03:41 (UTC)",Our backyard. #esa2012 good find @zelikova  http://t.co/rzn5vhYN,0,,0,0,6.51259,Our backyard. #esa2012 good find @zelikova  http://t.co/rzn5vhYN,"Aug 07, 2012 03:41 (UTC)",1,tweet,http://twitter.com/kelly_sierra/status/232682905850224641
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2512369072/ddvmfdr1ouwd71jtl1yg_normal.png,"NEON, Inc. contributes to global understanding and decisions in a changing environment using continental-scale ecological data.",http://a0.twimg.com/profile_images/2512369072/ddvmfdr1ouwd71jtl1yg_normal.png,0,"NEON, Inc.",neoninc,http://topsy.com/twitter/neoninc?utm_source=otter,twitter,http://twitter.com/neoninc,"Aug 08, 2012 17:57 (UTC)",@Dr_Bik @JacquelynGill @labroides today&#39;s #esa2012 tweet viz is visibletweets http://t.co/s1ERckyl at @seapetrone &#39;s suggestion,0,,0,0,6.51299,@Dr_Bik @JacquelynGill @labroides today&#39;s #esa2012 tweet viz is visibletweets http://t.co/s1ERckyl at @seapetrone &#39;s suggestion,"Aug 08, 2012 17:57 (UTC)",1,tweet,http://twitter.com/neoninc/status/233260726519730178
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1291468440/bes_twit_normal.jpg,"Our vision is to advance ecology and make it count.  Promoting ecology, supporting the ecologist.  Tweets are by Richard English, Communications Manager.",http://a0.twimg.com/profile_images/1291468440/bes_twit_normal.jpg,0,BES,britishecolsoc,http://topsy.com/twitter/britishecolsoc?utm_source=otter,twitter,http://twitter.com/britishecolsoc,"Aug 03, 2012 11:19 (UTC)",Upcoming interviews at #ESA2012: Iâ€™m going to be conducting some interviews at the upcoming Ecological Society o... http://t.co/tniYuCRi,0,,0,0,6.51336,Upcoming interviews at #ESA2012: Iâ€™m going to be conducting some interviews at the upcoming Ecological Society o... http://t.co/tniYuCRi,"Aug 03, 2012 11:19 (UTC)",1,tweet,http://twitter.com/britishecolsoc/status/231348478469632000
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 08, 2012 21:33 (UTC)","Now up, Peter Karieva (http://t.co/G67sbJFs) talking abt human population -- the 7b elephants in the room #ESA2012",0,,0,0,6.51344,"Now up, Peter Karieva (http://t.co/G67sbJFs) talking abt human population -- the 7b elephants in the room #ESA2012","Aug 08, 2012 21:33 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233315018337308672
60,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1510101426/twitter_normal.png,rOpenSci is a project that aims to develop R-based tools to facilitate open science.,http://a0.twimg.com/profile_images/1510101426/twitter_normal.png,0,rOpenSci,ropensci,http://topsy.com/twitter/ropensci?utm_source=otter,twitter,http://twitter.com/ropensci,"Aug 08, 2012 22:56 (UTC)",I love my Excel to JMP to Word workflow - why do anything else? Find out why you should use R Thur at lunch -&gt; http://t.co/x6GjWmpp #esa2012,0,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,12,6.51375,I love my Excel to JMP to Word workflow - why do anything else? Find out why you should use R Thur at lunch -&gt; http://t.co/x6GjWmpp #esa2012,"Aug 08, 2012 22:56 (UTC)",2,tweet,http://twitter.com/ropensci/status/233335998082318336
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,Ideas for sustainability is a forum to discuss exciting ideas that might help us reach a sustainable future. Visit http://ideas4sustainability.wordpress.com/ ,http://a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,0,ideas4sustainability,ideas4sust,http://topsy.com/twitter/ideas4sust?utm_source=otter,twitter,http://twitter.com/ideas4sust,"Aug 08, 2012 15:39 (UTC)",See Kai Chan NOW in C123: Barriers and incentives to engagement in public policy and discourse #ESA2012 http://t.co/r91OcVVd,0,,0,0,6.51406,See Kai Chan NOW in C123: Barriers and incentives to engagement in public policy and discourse #ESA2012 http://t.co/r91OcVVd,"Aug 08, 2012 15:39 (UTC)",1,tweet,http://twitter.com/ideas4sust/status/233225879835275264
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2479179595/r3cm7mo19rleklv87ba8_normal.png,The Quantitative and Applied Ecology Group,http://a0.twimg.com/profile_images/2479179595/r3cm7mo19rleklv87ba8_normal.png,0,QAECO,qaecology,http://topsy.com/twitter/qaecology?utm_source=otter,twitter,http://twitter.com/qaecology,"Aug 10, 2012 13:28 (UTC)","Wednesday at #ESA2012, by @mickresearch http://t.co/RzPeaPnW",0,,0,0,6.51482,"Wednesday at #ESA2012, by @mickresearch http://t.co/RzPeaPnW","Aug 10, 2012 13:28 (UTC)",1,tweet,http://twitter.com/qaecology/status/233917740291850242
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,"I am a PhD student researching succession/stand dynamics, facilitation, and regeneration of Aspen-Conifer forests in the Rocky Mountains. ",http://a0.twimg.com/sticky/default_profile_images/default_profile_2_normal.png,0,Aaron Rhodes,aaronrhodesc,http://topsy.com/twitter/aaronrhodesc?utm_source=otter,twitter,http://twitter.com/aaronrhodesc,"Aug 08, 2012 18:57 (UTC)","Great article, I always suspected that the impact of cats (and probably dogs) is greater. http://t.co/0uwTACCn. .@NicholasCollins #esa2012",0,,0,0,6.51564,"Great article, I always suspected that the impact of cats (and probably dogs) is greater. http://t.co/0uwTACCn. .@NicholasCollins #esa2012","Aug 08, 2012 18:57 (UTC)",1,tweet,http://twitter.com/aaronrhodesc/status/233275722209308674
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,"Marine biologist researching plankton and plastic in the North Pacific Gyre, science communicator, blogger at #DeepSN, and general enthusiast.",http://a0.twimg.com/profile_images/2332075641/dhh9yympglcinw9fiah9_normal.jpeg,0,Miriam Goldstein,miriamgoldste,http://topsy.com/twitter/miriamgoldste?utm_source=otter,twitter,http://twitter.com/miriamgoldste,"Aug 08, 2012 22:34 (UTC)",I&#39;m really confused by this Chapin talk. Environment ethics is an entire field of inquiry already. http://t.co/vYnDKdzm #ESA2012,0,,0,0,6.51579,I&#39;m really confused by this Chapin talk. Environment ethics is an entire field of inquiry already. http://t.co/vYnDKdzm #ESA2012,"Aug 08, 2012 22:34 (UTC)",1,tweet,http://twitter.com/miriamgoldste/status/233330452335833088
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1374204183/n2042325_48449541_8114_normal.jpg,"Ecology, Science Policy, and Science Communication",http://a0.twimg.com/profile_images/1374204183/n2042325_48449541_8114_normal.jpg,0,Garrett Arnold,garrett_arnold,http://topsy.com/twitter/garrett_arnold?utm_source=otter,twitter,http://twitter.com/garrett_arnold,"Aug 08, 2012 16:08 (UTC)",Hey #esa2012 #foodies check out the Bite Oregon culinary festival in downtown #pdx. Strt Aug 10th. http://t.co/eppxJU89,0,,0,0,6.51659,Hey #esa2012 #foodies check out the Bite Oregon culinary festival in downtown #pdx. Strt Aug 10th. http://t.co/eppxJU89,"Aug 08, 2012 16:08 (UTC)",1,tweet,http://twitter.com/garrett_arnold/status/233233353581682689
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,Ideas for sustainability is a forum to discuss exciting ideas that might help us reach a sustainable future. Visit http://ideas4sustainability.wordpress.com/ ,http://a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,0,ideas4sustainability,ideas4sust,http://topsy.com/twitter/ideas4sust?utm_source=otter,twitter,http://twitter.com/ideas4sust,"Aug 06, 2012 12:03 (UTC)",Congrats to the award winners at #ESA2012 today! Just wondering: What kinds of attributes of people do we rarely value? http://t.co/avx3ijsS,0,,0,0,6.51667,Congrats to the award winners at #ESA2012 today! Just wondering: What kinds of attributes of people do we rarely value? http://t.co/avx3ijsS,"Aug 06, 2012 12:03 (UTC)",1,tweet,http://twitter.com/ideas4sust/status/232446714055901185
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 07, 2012 16:08 (UTC)","Next up, Thomas Lovejoy: what DOES the World Bank &amp; other financial inst. have to do w sustainability? http://t.co/4sQYozWD #ESA2012",0,,0,0,6.51772,"Next up, Thomas Lovejoy: what DOES the World Bank &amp; other financial inst. have to do w sustainability? http://t.co/4sQYozWD #ESA2012","Aug 07, 2012 16:08 (UTC)",1,tweet,http://twitter.com/jenedavison/status/232870936636964864
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2435331858/3bnf51cr8it59gi420ut_normal.jpeg,"I work with scientists and technical experts on global warming science, impacts, and solutions for the Union of Concerned Scientists.",http://a0.twimg.com/profile_images/2435331858/3bnf51cr8it59gi420ut_normal.jpeg,0,Jean Sideris,ucsjean,http://topsy.com/twitter/ucsjean?utm_source=otter,twitter,http://twitter.com/ucsjean,"Aug 06, 2012 18:19 (UTC)",Want to use your expertise to inform policy decisions? Check out UCS booth 415 at #ESA2012 http://t.co/yWEO3htP,0,,0,0,6.5178,Want to use your expertise to inform policy decisions? Check out UCS booth 415 at #ESA2012 http://t.co/yWEO3htP,"Aug 06, 2012 18:19 (UTC)",1,tweet,http://twitter.com/ucsjean/status/232541337856118784
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 07, 2012 21:59 (UTC)",Timothy Carter on http://t.co/kmCLhD5E: can track a raindrop from your house to the river. (Only works in Indianapolis.) #ESA2012,0,,0,0,6.51919,Timothy Carter on http://t.co/kmCLhD5E: can track a raindrop from your house to the river. (Only works in Indianapolis.) #ESA2012,"Aug 07, 2012 21:59 (UTC)",1,tweet,http://twitter.com/talksciencetome/status/232959178510041090
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,"I help people who love science tell their stories. Writer, editor, connector, mastermind.",http://a0.twimg.com/profile_images/2430316266/q4elus3qxs6jhglkkneq_normal.jpeg,0,Eve Rickert,talksciencetome,http://topsy.com/twitter/talksciencetome?utm_source=otter,twitter,http://twitter.com/talksciencetome,"Aug 09, 2012 23:06 (UTC)",John Pickering on http://t.co/x4ulTSpu: Providing online tools for crowdsourced &amp; #citizenscience projects. #ESA2012,0,,0,0,6.5197,John Pickering on http://t.co/x4ulTSpu: Providing online tools for crowdsourced &amp; #citizenscience projects. #ESA2012,"Aug 09, 2012 23:06 (UTC)",1,tweet,http://twitter.com/talksciencetome/status/233700857521258498
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2396253501/f5yg02mt9s5913i3hf82_normal.jpeg,"I'm a post-doc at the University of British Columbia. I love my wife, my dog, skiing, beer, and science. Specifically computation and ecology.",http://a0.twimg.com/profile_images/2396253501/f5yg02mt9s5913i3hf82_normal.jpeg,0,Edmund Hart,distribecology,http://topsy.com/twitter/distribecology?utm_source=otter,twitter,http://twitter.com/distribecology,"Aug 06, 2012 13:11 (UTC)",Sunrise over Vancouver.  On our way to #pdx and #ESA2012 http://t.co/IcFry1ps,0,,0,0,6.52006,Sunrise over Vancouver.  On our way to #pdx and #ESA2012 http://t.co/IcFry1ps,"Aug 06, 2012 13:11 (UTC)",1,tweet,http://twitter.com/distribecology/status/232464002343641088
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 09, 2012 22:22 (UTC)","Next up: Sandy Andelman, from Conservation International, about Team Network: http://t.co/0LO57jff #ESA2012",0,,0,0,6.52213,"Next up: Sandy Andelman, from Conservation International, about Team Network: http://t.co/0LO57jff #ESA2012","Aug 09, 2012 22:22 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233689650559057920
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2396253501/f5yg02mt9s5913i3hf82_normal.jpeg,"I'm a post-doc at the University of British Columbia. I love my wife, my dog, skiing, beer, and science. Specifically computation and ecology.",http://a0.twimg.com/profile_images/2396253501/f5yg02mt9s5913i3hf82_normal.jpeg,0,Edmund Hart,distribecology,http://topsy.com/twitter/distribecology?utm_source=otter,twitter,http://twitter.com/distribecology,"Aug 10, 2012 17:21 (UTC)",2nd best part of #ESA2012: the Reggie deluxe.  Fried chicken biscuit egg bacon gravy. http://t.co/3gxgkKRN,0,,0,0,6.52269,2nd best part of #ESA2012: the Reggie deluxe.  Fried chicken biscuit egg bacon gravy. http://t.co/3gxgkKRN,"Aug 10, 2012 17:21 (UTC)",1,tweet,http://twitter.com/distribecology/status/233976307598360576
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1731738969/MADc_normal.jpg,Asst Prof at Georgia Tech; moving to UMich EEB in August; disease ecologist; unintentionally studying additional infectious disease thanks to my toddler,http://a0.twimg.com/profile_images/1731738969/MADc_normal.jpg,0,Meghan Duffy,duffy_ma,http://topsy.com/twitter/duffy_ma?utm_source=otter,twitter,http://twitter.com/duffy_ma,"Aug 04, 2012 00:44 (UTC)",Our #ESA2012 workshop page is up http://t.co/DSywPacV #rstats,0,,0,0,6.52358,Our #ESA2012 workshop page is up http://t.co/DSywPacV #rstats,"Aug 04, 2012 00:44 (UTC)",1,tweet,http://twitter.com/duffy_ma/status/231551086366973952
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1149090694/esa_ss_normal.jpg,Student Section of the Ecological Society of America.  Goal: To facilitate communication and interactions among all students and within the rest of ESA. :-),http://a0.twimg.com/profile_images/1149090694/esa_ss_normal.jpg,0,ESA Student Section,esa_students,http://topsy.com/twitter/esa_students?utm_source=otter,twitter,http://twitter.com/esa_students,"Aug 06, 2012 20:45 (UTC)",#ESA2012 A very successful Student Orientation!!! #esa2012students Thank you to all mentors!!! See you at the mixer!! http://t.co/7oSD1iQU,0,,0,0,6.52468,#ESA2012 A very successful Student Orientation!!! #esa2012students Thank you to all mentors!!! See you at the mixer!! http://t.co/7oSD1iQU,"Aug 06, 2012 20:45 (UTC)",1,tweet,http://twitter.com/esa_students/status/232578230425645056
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,Ideas for sustainability is a forum to discuss exciting ideas that might help us reach a sustainable future. Visit http://ideas4sustainability.wordpress.com/ ,http://a0.twimg.com/profile_images/1377161656/DSC02781_normal.JPG,0,ideas4sustainability,ideas4sust,http://topsy.com/twitter/ideas4sust?utm_source=otter,twitter,http://twitter.com/ideas4sust,"Aug 06, 2012 18:04 (UTC)","Check out the session on earth stewardship today at 1.30 PM -- lots of exciting talks there, it looks like! http://t.co/KS1f5hIk #ESA2012",0,,0,0,6.52684,"Check out the session on earth stewardship today at 1.30 PM -- lots of exciting talks there, it looks like! http://t.co/KS1f5hIk #ESA2012","Aug 06, 2012 18:04 (UTC)",1,tweet,http://twitter.com/ideas4sust/status/232537574042906624
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,"Practicing science synthesis and communication for UW College of the Environment. Fueled by science, yoga, wild places, husband, dogs, gardens, wonderment, joy",http://a0.twimg.com/profile_images/2515661772/zh2co75324z31hknps0i_normal.jpeg,0,Jen Davison,jenedavison,http://topsy.com/twitter/jenedavison?utm_source=otter,twitter,http://twitter.com/jenedavison,"Aug 09, 2012 21:51 (UTC)","Next up: Amanda Neil from http://t.co/KuokM0Bs , a biodiversity &quot;information system&quot; for Peru #ESA2012",0,,0,0,6.52786,"Next up: Amanda Neil from http://t.co/KuokM0Bs , a biodiversity &quot;information system&quot; for Peru #ESA2012","Aug 09, 2012 21:51 (UTC)",1,tweet,http://twitter.com/jenedavison/status/233681905667690496
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1674373435/myphoto2_normal.jpg,"UCSC Science communication grad student. Specialties: environment, energy, high-tech, low-tech, robots.",http://a0.twimg.com/profile_images/1674373435/myphoto2_normal.jpg,0,Sandra M. Chung,sandramchung,http://topsy.com/twitter/sandramchung?utm_source=otter,twitter,http://twitter.com/sandramchung,"Aug 06, 2012 17:28 (UTC)",RT @boraz: Greetings from the Ecological Society of America Annual Meeting!  http://t.co/iBdic8wu by @JacquelynGill #ESA2012 #esasocial,0,,0,0,6.52817,RT @boraz: Greetings from the Ecological Society of America Annual Meeting!  http://t.co/iBdic8wu by @JacquelynGill #ESA2012 #esasocial,"Aug 06, 2012 17:28 (UTC)",1,tweet,http://twitter.com/sandramchung/status/232528549318365184
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1544378834/avatar_normal.jpg,Mom.  Blogger.  Knitter.  App developer.  And some other stuff.,http://a0.twimg.com/profile_images/1544378834/avatar_normal.jpg,0,Shannon,whattherestime4,http://topsy.com/twitter/whattherestime4?utm_source=otter,twitter,http://twitter.com/whattherestime4,"Aug 10, 2012 02:35 (UTC)",. .@hillaryrosner sums up #ESA2012 very well: &quot;â€œLife on Earth: How F**ked Are We?&quot; http://t.co/RLiVeeAr,0,,0,0,6.53036,. .@hillaryrosner sums up #ESA2012 very well: &quot;â€œLife on Earth: How F**ked Are We?&quot; http://t.co/RLiVeeAr,"Aug 10, 2012 02:35 (UTC)",1,tweet,http://twitter.com/whattherestime4/status/233753341488947200
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1916440302/252461_229882420362520_229877850362977_1081822_1448901_n_normal.jpg,"Promover la preservaciÃ_n, conservaciÃ_n, restauraciÃ_n y manejo sostenible de lugares de importancia para las aves en Puerto Rico.",http://a0.twimg.com/profile_images/1916440302/252461_229882420362520_229877850362977_1081822_1448901_n_normal.jpg,0,SOPI,aves_puertorico,http://topsy.com/twitter/aves_puertorico?utm_source=otter,twitter,http://twitter.com/aves_puertorico,"Aug 10, 2012 18:21 (UTC)",Salmon shortages leave grizzly bears stressed - environment - #ESA2012 10 August 2012 - New Scientist http://t.co/MrI0hbYa,0,,0,0,6.53111,Salmon shortages leave grizzly bears stressed - environment - #ESA2012 10 August 2012 - New Scientist http://t.co/MrI0hbYa,"Aug 10, 2012 18:21 (UTC)",1,tweet,http://twitter.com/aves_puertorico/status/233991391896801280
0,https://sis-tunnel.topsy.com/http%3A//a0.twimg.com/profile_images/1510101426/twitter_normal.png,rOpenSci is a project that aims to develop R-based tools to facilitate open science.,http://a0.twimg.com/profile_images/1510101426/twitter_normal.png,0,rOpenSci,ropensci,http://topsy.com/twitter/ropensci?utm_source=otter,twitter,http://twitter.com/ropensci,"Aug 09, 2012 15:32 (UTC)",I want 2 learn how 2 get data &amp; full text open access literature/metadata through R/#rstats? You can today -&gt; http://t.co/3vcIxeCs #esa2012,0,,0,0,6.53121,I want 2 learn how 2 get data &amp; full text open access literature/metadata through R/#rstats? You can today -&gt; http://t.co/3vcIxeCs #esa2012,"Aug 09, 2012 15:32 (UTC)",1,tweet,http://twitter.com/ropensci/status/233586542084493313
